﻿Translation,original,final,"jan Ke Tami"
,"Oh that's a pair of stockings belonging to Sally Henny-penny—look how she's worn the heels out with scratching in the yard! She'll very soon go barefoot! said Mrs. Tiggy-winkle.",,"meli Kiki li toki: ""a, ni li len noka suwi tan waso Meliweli—o lukin e ni: ona li noka mute e ma la, lupa li kama lon len. ni li awen la, noka ona li kama lon ma kepeken len ala a!"""
,"WHY, there's another hankersniff—but it isn't mine; it's red?",,"a, ni li len sama len mi—taso ona li len mi ala; ona li loje?"
,"Oh no, if you please'm; that one belongs to old Mrs. Rabbit; and it did so smell of onions! I've had to wash it separately, I can't get out the smell.",,"a, len sina ala. a, pona sina la, ni li len tan soweli mama pi kute suli. pilin nena la, kon kili li awen lon ona! mi telo e ona lon ala poka pi len ante, taso kon li awen"
,"There's another one of mine, said Lucie.",,"jan Lusi li toki: ""a, mi kama lukin sin e len ante mi."
,"WHAT are those funny little white things?",,"ijo walo musi ni li seme?"""
,"That's a pair of mittens belonging to Tabby Kitten; I only have to iron them; she washes them herself.",,"len luka ni li tan soweli Lenlinja; mi supa seli taso e len ni; soweli a li telo e len ona."
,"There's my last pocket-handkin! said Lucie.",,"jan Lusi li toki: ""ni li len pini mi!"""
,"AND what are you dipping into the basin of starch?",,"a, sina pana e seme lon poki lon telo pi weka jaki?"
,"They're little dicky shirt-fronts belonging to Tom Titmouse—most terrible particular! said Mrs. Tiggy-winkle. ""Now I've finished my ironing; I'm going to air some clothes.""",,"meli Kiki li toki: ""ni li len suwi pi sijelo sinpin tan waso Sowelili—jaki mute li lon a."" ona li awen toki: ""mi pini e pali supa lon len ale. ni la, mi kama kon pona e len."""
,"WHAT are these dear soft fluffy things? said Lucie.",,"jan Lusi li toki: ""ijo ko pona ni li seme"""
,"Oh those are woolly coats belonging to the little lambs at Skelghyl.",,"a, ni li len suli tan soweli len lili lon ma Nenakiwen."
,"Will their jackets take off? asked Lucie.",,"jan Lusi li wile sona: ""a, len ona li ken ala ken kama weka tan ona?"""
,"Oh yes, if you please'm; look at the sheep-mark on the shoulder. And here's one marked for Gatesgarth, and three that come from Little-town. They're always marked at washing! said Mrs. Tiggy-winkle.",,"meli Kiki li toki: ""a, ken! a, pona sina la, o lukin e sitelen soweli lon sewi len. sitelen ni la, soweli wan li kama tan ma Lupama. sitelen ni la, soweli tu wan li kama tan tomo Lilima. mi telo e len la, sitelen li lon len ale ni."""
,"AND she hung up all sorts and sizes of clothes—small brown coats of mice; and one velvety black moleskin waist-coat; and a red tail-coat with no tail belonging to Squirrel Nutkin; and a very much shrunk blue jacket belonging to Peter Rabbit; and a petticoat, not marked, that had gone lost in the washing—and at last the basket was empty!",,
,"THEN Mrs. Tiggy-winkle made tea—a cup for herself and a cup for Lucie. They sat before the fire on a bench and looked sideways at one another. Mrs. Tiggy-winkle's hand, holding the tea-cup, was very very brown, and very very wrinkly with the soap-suds; and all through her gown and her cap there were hair-pins sticking wrong end out; so that Lucie didn't like to sit too near her.",,
,"WHEN they had finished tea, they tied up the clothes in bundles; and Lucie's pocket-handkerchiefs were folded up inside her clean pinny, and fastened with a silver safety-pin.",,
,"And then they made up the fire with turf, and came out and locked the door, and hid the key under the door-sill.",,
,"THEN away down the hill trotted Lucie and Mrs. Tiggy-winkle with the bundles of clothes!",,
,"All the way down the path little animals came out of the fern to meet them; the very first that they met were Peter Rabbit and Benjamin Bunny!",,
,"AND she gave them their nice clean clothes; and all the little animals and birds were so very much obliged to dear Mrs. Tiggy-winkle.",,
,"SO that at the bottom of the hill when they came to the stile, there was nothing left to carry except Lucie's one little bundle.",,
,"LUCIE scrambled up the stile with the bundle in her hand; and then she turned to say ""Good-night,"" and to thank the washer-woman.—But what a very odd thing! Mrs. Tiggy-winkle had not waited either for thanks or for the washing bill!",,
,"She was running, running, running up the hill—and where was her white frilled cap? and her shawl? and her gown—and her petticoat?",,
,"AND how small she had grown—and how brown—and covered with prickles!",,"a, ona li lili tawa lukin—a kule ona li sama ma—a, sijelo ale ona la, palisa lili li lon!"
,"Why! Mrs. Tiggy-winkle was nothing but a Hedgehog!",,"a! meli Kiki li soweli kin pi palisa lili mute!"
,"*⁠*⁠*⁠*⁠*⁠* (Now some people say that little Lucie had been asleep upon the stile—but then how could she have found three clean pocket-handkins and a pinny, pinned with a silver safety-pin?",,
,"And besides—I have seen that door into the back of the hill called Cat Bells—and besides I am very well acquainted with dear Mrs. Tiggy-winkle!)",,
,"THE END ","PINI~~~~jan Ke Tami",PINI
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
