﻿Translation,original,final,"jan Ke Tami"
,"HE scrambled out on the first bank he came to, and he hopped home across the meadow with his macintosh all in tatters.",,
,"WHAT a mercy that was not a pike! said Mr. Jeremy Fisher. ""I have lost my rod and basket; but it does not much matter, for I am sure I should never have dared to go fishing again!""",,
,"HE put some sticking plaster on his fingers, and his friends both came to dinner. He could not offer them fish, but he had something else in his larder.",,
,"SIR ISAAC NEWTON wore his black and gold waistcoat,",,
,"AND Mr. Alderman Ptolemy Tortoise brought a salad with him in a string bag.",,
,"AND instead of a nice dish of minnows—they had a roasted grasshopper with lady-bird sauce; which frogs consider a beautiful treat; but I think it must have been nasty!",,
,"THE END ","PINI~~~~jan Ke Tami",PINI
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
