Translation,original,final,"jan Ke Tami"
,"BUT when the other squirrels heard that song, they rushed upon Timmy Tiptoes and cuffed and scratched him, and upset his bag of nuts. The innocent little bird which had caused all the mischief, flew away in a fright!",,"taso soweli ante li kute e mu ni, ona li tawa soweli Nokama kepeken wawa utala, li utala e ona, li nasa e poki ona. utala ike ni la, waso lili pi pona taso li tawa weka lon pilin ike!"
,"Timmy rolled over and over, and then turned tail and fled towards his nest, followed by a crowd of squirrels shouting—""Who's-been digging-up my-nuts?""",,"soweli Nokama li anpa, li tawa lon anpa ma, li tawa lon anpa ma. ona li tawa monsi, li tawa weka, li tawa tomo ona. kulupu soweli li lon monsi ona, li kalama—""jan seme li jo e kili mi?"""
,"THEY caught him and dragged him up the very same tree, where there was the little round hole, and they pushed him in. The hole was much too small for Timmy Tiptoes' figure. They squeezed him dreadfully, it was a wonder they did not break his ribs. ""We will leave him here till he confesses,"" said Silvertail Squirrel, and he shouted into the hole—",,"kulupu soweli li kama tawa soweli Nokama, li kama jo e ona. kulupu li tawa e soweli, li kama e soweli lon sewi kasi. tenpo pini la, soweli Nokasi li pana e kili tawa lupa lon sewi pi kasi ni. kulupu li wile insa e soweli Nokasi lon lupa, taso lupa li lili la, ona li ken ala insa tan suli soweli. kulupu li kepeken wawa, li tawa wawa e soweli, li ike e soweli. pona la, soweli Nokama li kama ala pakala tan ni. soweli Selinja li toki: ""mi awen e ona lon insa tawa tenpo ni: ona li toki e pali ike ona."" soweli Selinja li kalama tawa insa kasi—"
,"Who's-been-digging-up my-nuts?",,"""jan seme li jo e kili mi?"""
,"TIMMY TIPTOES made no reply; he had tumbled down inside the tree, upon half a peck of nuts belonging to himself. He lay quite stunned and still.",,"soweli Nokama li pana ala e toki tawa ni; ona li kama anpa lon insa kasi, li kama lon kili ona mute. pilin nasa la, ona li awen supa lon ni li tawa ala."
,"GOODY TIPTOES picked up the nut bags and went home. She made a cup of tea for Timmy; but he didn't come and didn't come.",,"soweli Pono li jo e poki kili, li tawa tomo ona. ona li pali e telo seli kasi tawa soweli Nokama; taso soweli Nokama li kama ala."
,"Goody Tiptoes passed a lonely and unhappy night. Next morning she ventured back to the nut-bushes to look for him; but the other unkind squirrels drove her away.",,"soweli Pono li lape lon tenpo pimeja, ona li wan taso, li pilin pona ala tan ni. suno li kama la, ona li kama sin lon ma kili, li wile lukin e olin ona; taso soweli ante li weka wile e ona."
,"She wandered all over the wood, calling—",,"ona li tawa lon ale pi ma kasi, li kalama—"
,"Timmy Tiptoes! Timmy Tiptoes! Oh, where is Timmy Tiptoes?",,"""soweli Nokama o! soweli Nokama o! a, ona li lon seme a?"""
,"IN the meantime Timmy Tiptoes came to his senses. He found himself tucked up in a little moss bed, very much in the dark, feeling sore; it seemed to be under ground. Timmy coughed and groaned, because his ribs hurted him. There was a chirpy noise, and a small striped Chipmunk appeared with a night light, and hoped he felt better?",,"tenpo ni la, soweli Nokama li kama pini e lape ona e nasa ona. ona li lukin la, ona li lon supa lape lili pi ko kasi. pimeja mute en pakala pilin li lon; lukin la, ona li lon anpa ma. soweli Nokama li pana wawa e kon jaki, li mu tan poka ona pakala. mu waso lili li lon. soweli li kama. ona li soweli lili pi anpa ma, li soweli pi linja monsi. ona li jo e ilo suno, li wile sona: ""sina pilin pona lon tenpo ni anu seme?"""
,"It was most kind to Timmy Tiptoes; it lent him its night-cap; and the house was full of provisions.",,"ona li pana e pona mute tawa soweli Nokama li pana e len lape ona; tomo ona li jo e moku mute."
,"THE Chipmunk explained that it had rained nuts through the top of the tree—""Besides, I found a few buried!"" It laughed and chuckled when it heard Timmy's story. While Timmy was confined to bed, it 'ticed him to eat quantities—""But how shall I ever get out through that hole unless I thin myself? My wife will be anxious!"" ""Just another nut—or two nuts; let me crack them for you,"" said the Chipmunk. Timmy Tiptoes grew fatter and fatter!",,"soweli pi anpa ma li toki—""tenpo pini la, kili kiwen mute li kama tan sewi kasi. ante la, mi kama lukin e kili ante lon anpa ma kin a!"" ona li kute e toki pi soweli Nokama, e kama ale pi soweli Nokama la, ona li mu e pilin musi. sijelo pi soweli Nokama li wile awen lon supa la, soweli pi anpa ma li wile e moku mute tawa soweli Nokama—""taso sijelo mi li kama ala lili la, mi ken kama tawa lupa kepeken nasin seme? pilin la, olin mi li pilin ike tan sona ala pi tenpo kama!"" soweli pi anpa ma li toki: ""a, kili sin wan taso—anu kiki sin tu— li pona tawa sina; mi o open e kili tawa moku sina."" sijelo pi soweli Nokama li kama suli, li kama suli!"
,"NOW Goody Tiptoes had set to work again by herself. She did not put any more nuts into the wood-pecker's hole, because she had always doubted how they could be got out again. She hid them under a tree root; they rattled down, down, down. Once when Goody emptied an extra big bagful, there was a decided squeak; and next time Goody brought another bagful, a little striped Chipmunk scrambled out in a hurry.",,"tenpo ni la, soweli Pono li kama pali sin lon poka ala pi soweli ante. ona li pana ala e kili ante tawa lupa lon sewi kasi tan ni: ona li sona ala e nasin tawa kama kili. ni la, ona li pana e kili tawa lupa pi anpa kasi. kili li kama tawa anpa, li kalama, li tawa anpa, li tawa anpa. tenpo wan pi pana mute la, mu wawa li kama; soweli Pono li pana sin la, soweli lili pi anpa ma li kama kepeken wawa."
,"IT is getting perfectly full-up down-stairs; the sitting-room is full, and they are rolling along the passage; and my husband, Chippy Hackee, has run away and left me. What is the explanation of these showers of nuts?",,"""a, tomo anpa mi la, mute a li lon. kili li ale insa e tomo musi mi, e nasin tomo mi, e tomo ante mi a; olin mi pi nimi Jamisa li tawa weka la, mi wan taso. kili mute ni li kama tan seme?"""
,"I am sure I beg your pardon; I did not not know that anybody lived here, said Mrs. Goody Tiptoes; ""but where is Chippy Hackee? My husband, Timmy Tiptoes, has run away too."" ""I know where Chippy is; a little bird told me,"" said Mrs. Chippy Hackee.",,"soweli Pono li toki: ""a, mi wile ala e ike; jan li lon anpa ni la, mi sona ala e ni. taso, soweli Jamisa li lon seme? olin mi pi nimi Nokama li tawa weka kin."" soweli Misaja li toki: ""mi sona e ma pi olin Jamisa; waso lili li toki e ni tawa mi."""
,"SHE led the way to the wood-pecker's tree, and they listened at the hole.",,"ona li tawa, li tawa kasi. kasi li tomo tawa waso pi nena wawa. soweli tu ni li kute lon lupa."
,"Down below there was a noise of nut crackers, and a fat squirrel voice and a thin squirrel voice were singing together—",,"anpa la, kili li kama open kepeken kalama. kin la, kalama uta tu li musi e kalama. kalama li tan soweli pi kasi suli, li tan soweli pi anpa ma—"
,"My little old man and I fell out, How shall we bring this matter about? Bring it about as well as you can, And get you gone, you little old man!",,"mi en mama li utala, <br><br>mi wile pona tawa ni la, <br><br>mi o pana e luka lon ni.<br><br>luka o utala e ona pini!"
,"YOU could squeeze in, through that little round hole, said Goody Tiptoes. ""Yes, I could,"" said the Chipmunk, ""but my husband, Chippy Hackee, bites!""",,
,"Down below there was a noise of cracking nuts and nibbling; and then the fat squirrel voice and the thin squirrel voice sang—",,
,"For the diddlum day Day diddle dum di! Day diddle diddle dum day!",,
,"THEN Goody peeped in at the hole, and called down—""Timmy Tiptoes! Oh fie, Timmy Tiptoes!"" And Timmy replied, ""Is that you, Goody Tiptoes? Why, certainly!""",,
,"He came up and kissed Goody through the hole; but he was so fat that he could not get out.",,
,"Chippy Hackee was not too fat, but he did not want to come; he stayed down below and chuckled.",,
,"AND so it went on for a fortnight; till a big wind blew off the top of the tree, and opened up the hole and let in the rain.",,
,"Then Timmy Tiptoes came out, and went home with an umbrella.",,
,"BUT Chippy Hackee continued to camp out for another week, although it was uncomfortable.",,
,"AT last a large bear came walking through the wood. Perhaps he also was looking for nuts; he seemed to be sniffing around.",,
,"CHIPPY HACKEE went home in a hurry!",,
,"AND when Chippy Hackee got home, he found he had caught a cold in his head; and he was more uncomfortable still.",,
,"And now Timmy and Goody Tiptoes keep their nut-store fastened up with a little padlock.",,
,"AND whenever that little bird sees the Chipmunks, he sings—""Who's-been-digging-up my-nuts? Who's been digging-up my-nuts?"" But nobody ever answers!",,
,"THE END ",,PINI
