Translation,original,final,"jan Ke Tami"
,"JEMIMA PUDDLE-DUCK was not much in the habit of flying. She ran downhill a few yards flapping her shawl, and then she jumped off into the air.",,"waso Jonken li tawa pi mute ala lon kon. ona li tawa wawa kepeken noka ona, li tawa e luka ona, li tawa sewi."
,"SHE flew beautifully when she had got a good start.",,"open pona la ona li ken tawa pona lon kon."
,"She skimmed along over the tree-tops until she saw an open place in the middle of the wood, where the trees and brushwood had been cleared.",,"ona li awen tawa lon sewi lili kasi la, ona li kama lukin e ma lili pona pi kasi suli ala."
,"JEMIMA alighted rather heavily, and began to waddle about in search of a convenient dry nesting place. She rather fancied a tree-stump amongst some tall fox-gloves.",,"waso Jonken li pilin pona tan ni, li tawa lon ma, li wile lukin e supa pona tawa mama. ona li lukin e kiwen suli tan kasi suli la ni li pona tawa ona."
,"But—seated upon the stump, she was startled to find an elegantly dressed gentleman reading a newspaper.",,"taso—kiwen kasi ni la, mije li lon, li jo e len pi pona suli, li lukin e lipu pi sona sin."
,"He had black prick ears and sandy coloured whiskers.",,"kute ona li pimeja, li tawa sewi. sinpin la, kule linja li sama ko ma walo."
,"Quack? said Jemima Puddle-duck, with her head and her bonnet on one side—""Quack?""",,"waso Jonken li toki. ""mu?"" ona li poka e lawa ona e len lawa ona.—""mu?"""
,"THE gentleman raised his eyes above his newspaper and looked curiously at Jemima—",,"mije pi len pona li sewi e lukin lon selo lipu, li kama lukin e waso Jonken, li lukin sona e ijo—"
,"Madam, have you lost your way? said he. He had a long bushy tail which he was sitting upon, as the stump was somewhat damp.",,"""a, sina o, sina sona ala e nasin pona sina anu seme?"" monsi ona la, linja mute li lon palisa. telo lili li lon kiwen la, mije li lape e monsi ona lon ala kiwen, li lape lon palisa."
,"Jemima thought him mighty civil and handsome. She explained that she had not lost her way, but that she was trying to find a convenient dry nesting-place.",,"lukin la, ona li pona tawa waso Jonken. ""ala a. mi sona e nasin mi. mi wile e supa mama pona lon ala telo."""
,"AH! is that so? indeed! said the gentleman with sandy whiskers, looking curiously at Jemima. He folded up the newspaper, and put it in his coat-tail pocket.",,"mije li toki. ""a! ni li lon anu seme! lon, lon!"" linja sinpin ona pi kule ma walo la, ona li lukin e waso sama wile sona. ona li lili e lipu ona, li poki e lipu lon insa pi len ona."
,"Jemima complained of the superfluous hen.",,"waso Jonken li toki e pilin ike ona tan mute waso lon tomo ona."
,"Indeed! how interesting! I wish I could meet with that fowl. I would teach it to mind its own business!",,"""a! musi! mi wile kama sona e waso ni. ken la mi ken nasin pona e ona!"
,"BUT as to a nest—there is no difficulty: I have a sackful of feathers in my woodshed. No, my dear madam, you will be in nobody's way. You may sit there as long as you like, said the bushy long-tailed gentleman.",,"taso sina wile e supa pona la—ni li ike ala: tomo pali lili mi la ko waso pona li lon."" mije pi palisa monsi suli pona li toki: ""a, o pilin ike ala; sina awen lon ni la, ni li ike ala tawa mi. sina ken awen lon ni lon tenpo pi wile sina."""
,"He led the way to a very retired, dismal-looking house amongst the fox-gloves.",,"ona li nasin e waso tawa tomo. lukin la, tomo li pona ala. kasi mute li lon poka ona."
,"It was built of faggots and turf, and there were two broken pails, one on top of another, by way of a chimney.",,"tomo li palisa lili kasi, li linja palisa kasi, li ma awen. poki suli pakala tu li lon kin, li lon sewi tomo tawa ken pi kon pimeja."
,"THIS is my summer residence; you would not find my earth—my winter house—so convenient, said the hospitable gentleman.",,"mije pi pana tomo li toki: ""ni li tomo mi tawa tenpo seli; sina tawa tomo lupa mi—tawa tomo mi pi tenpo lete—la, pona ona li sama ala pona pi tomo ni."""
,"There was a tumble-down shed at the back of the house, made of old soap-boxes. The gentleman opened the door, and showed Jemima in.",,
,"THE shed was almost quite full of feathers—it was almost suffocating; but it was comfortable and very soft.",,
,"Jemima Puddle-duck was rather surprised to find such a vast quantity of feathers. But it was very comfortable; and she made a nest without any trouble at all.",,
,"WHEN she came out, the sandy whiskered gentleman was sitting on a log reading the newspaper—at least he had it spread out, but he was looking over the top of it.",,
,"He was so polite, that he seemed almost sorry to let Jemima go home for the night. He promised to take great care of her nest until she came back again next day.",,
,"He said he loved eggs and ducklings; he should be proud to see a fine nestful in his wood-shed.",,
,"JEMIMA PUDDLE-DUCK came every afternoon; she laid nine eggs in the nest. They were greeny white and very large. The foxy gentleman admired them immensely. He used to turn them over and count them when Jemima was not there.",,
,"At last Jemima told him that she intended to begin to sit next day—""and I will bring a bag of corn with me, so that I need never leave my nest until the eggs are hatched. They might catch cold,"" said the conscientious Jemima.",,
,"MADAM, I beg you not to trouble yourself with a bag; I will provide oats. But before you commence your tedious sitting, I intend to give you a treat. Let us have a dinner-party all to ourselves! May I ask you to bring up some herbs from the farm-garden to make a savoury omelette? Sage and thyme, and mint and two onions, and some parsley. I will provide lard for the stuff—lard for the omelette, said the hospitable gentleman with sandy whiskers.",,
,"JEMIMA PUDDLE-DUCK was a simpleton: not even the mention of sage and onions made her suspicious.",,
,"She went round the farm-garden, nibbling off snippets of all the different sorts of herbs that are used for stuffing roast duck.",,
,"AND she waddled into the kitchen, and got two onions out of a basket.",,
,"The collie-dog Kep met her coming out, ""What are you doing with those onions? Where do you go every afternoon by yourself, Jemima Puddle-duck?""",,
,"Jemima was rather in awe of the collie; she told him the whole story.",,
,"The collie listened, with his wise head on one side; he grinned when she described the polite gentleman with sandy whiskers.",,
,"HE asked several questions about the wood, and about the exact position of the house and shed.",,
,"Then he went out, and trotted down the village. He went to look for two fox-hound puppies who were out at walk with the butcher.",,
,"JEMIMA PUDDLE-DUCK went up the cart-road for the last time, on a sunny afternoon. She was rather burdened with bunches of herbs and two onions in a bag.",,
,"She flew over the wood, and alighted opposite the house of the bushy long-tailed gentleman.",,
,"HE was sitting on a log; he sniffed the air, and kept glancing uneasily round the wood. When Jemima alighted he quite jumped.",,
,"Come into the house as soon as you have looked at your eggs. Give me the herbs for the omelette. Be sharp!",,
,"He was rather abrupt. Jemima Puddle-duck had never heard him speak like that.",,
,"She felt surprised, and uncomfortable.",,
,"WHILE she was inside she heard pattering feet round the back of the shed. Some one with a black nose sniffed at the bottom of the door, and then locked it.",,
,"Jemima became much alarmed.",,
,"AMOMENT afterwards there were most awful noises—barking, baying, growls and howls, squealing and groans.",,
,"And nothing more was ever seen of that foxy-whiskered gentleman.",,
,"PRESENTLY Kep opened the door of the shed, and let out Jemima Puddle-duck.",,
,"Unfortunately the puppies rushed in and gobbled up all the eggs before he could stop them.",,
,"He had a bite on his ear and both of the puppies were limping.",,
,"JEMIMA PUDDLE-DUCK was escorted home in tears on account of those eggs.",,
,"SHE laid some more in June, and she was permitted to keep them herself: but only four of them hatched.",,
,"Jemima Puddle-duck said that it was because of her nerves; but she had always been a bad sitter. ",,
