﻿﻿﻿﻿Translation,original,final,"jan Ke Tami"
,"Lucie opened the door: and what do you think there was inside the hill?—a nice clean kitchen with a flagged floor and wooden beams—just like any other farm kitchen. Only the ceiling was so low that Lucie's head nearly touched it; and the pots and pans were small, and so was everything there.","jan Lusi li open e lupa. pilin sina la, seme li lon insa nena?—tomo moku pona li lon. anpa li supa pona. sewi li awen pona tan palisa awen. ni li sama tomo moku ante ale. a, taso sewi li sewi mute ala la, lawa pi jan Lusi li ken kama selo lili e ona; kin la, poki moku ale li lili. ijo ante kin li lili.~~~~jan Ke Tami","jan Lusi li open e lupa. pilin sina la, seme li lon insa nena?—tomo moku pona li lon. anpa li supa pona. sewi li awen pona tan palisa awen. ni li sama tomo moku ante ale. a, taso sewi li sewi mute ala la, lawa pi jan Lusi li ken kama selo lili e ona; kin la, poki moku ale li lili. ijo ante kin li lili."
,"THERE was a nice hot singey smell; and at the table, with an iron in her hand, stood a very stout short person staring anxiously at Lucie.","jan Lusi li ken pilin e kon pi moku seli kepeken nena ona; supa moku la, meli lili sike li lon, li jo e ilo seli pi pona len, li lukin e jan Lusi. meli li pilin ike lili tan sona ala, li sona ala e kama.~~~~jan Ke Tami","jan Lusi li ken pilin e kon pi moku seli kepeken nena ona; supa moku la, meli lili sike li lon, li jo e ilo seli pi pona len, li lukin e jan Lusi. meli li pilin ike lili tan sona ala, li sona ala e kama."
,"Her print gown was tucked up, and she was wearing a large apron over her striped petticoat. Her little black nose went sniffle, sniffle, snuffle, and her eyes went twinkle, twinkle; and underneath her cap—where Lucie had yellow curls—that little person had Prickles!","len ona li awen sewi tan pali. len awen pali li awen e len kule pona ona. nena pimeja ona li pilin e kon, li pilin, li pilin. lukin ona li suno suwi sama mun lili; jan Lusi li jo e linja jelo lon lawa, taso anpa pi len lawa la meli li jo e linja jelo ala e palisa lili mute a!~~~~jan Ke Tami","len ona li awen sewi tan pali. len awen pali li awen e len kule pona ona. nena pimeja ona li pilin e kon, li pilin, li pilin. lukin ona li suno suwi sama mun lili; jan Lusi li jo e linja jelo lon lawa, taso anpa pi len lawa la meli li jo e linja jelo ala e palisa lili mute a!"
,"WHO are you? said Lucie. ""Have you seen my pocket-handkins?""","jan Lusi li wile sona: ""sina jan seme? sina lukin ala lukin e len mi pi weka jaki?""~~~~jan Ke Tami","jan Lusi li wile sona: ""sina jan seme? sina lukin ala lukin e len mi pi weka jaki?"""
,"The little person made a bob-curtsey—""Oh yes, if you please'm; my name is Mrs. Tiggy-winkle; oh yes if you please'm, I'm an excellent clear-starcher!"" And she took something out of a clothes-basket, and spread it on the ironing-blanket.","meli li tawa anpa lili pona lon toki—""a, pona sina la, mi meli Kikijete; a, pona sina la, mi weka pona e jaki tan len!"" ~~~~jan Ke Tami","meli li tawa anpa lili pona lon toki—""a, pona sina la, mi meli Kikijete; a, pona sina la, mi weka pona e jaki tan len!"" "
,"WHAT'S that thing? said Lucie—""that's not my pocket-handkin?""","jan Lusi li toki: ""ni li seme? a, ni li len mi ala, anu seme.""~~~~jan Ke Tami","jan Lusi li toki: ""ni li seme? a, ni li len mi ala, anu seme."""
,"Oh no, if you please'm; that's a little scarlet waist-coat belonging to Cock Robin!","""a, ala. a, pona sina la, ni li len sijelo loje tan waso Lojekin!""~~~~jan Ke Tami","""a, ala. a, pona sina la, ni li len sijelo loje tan waso Lojekin!"""
,"And she ironed it and folded it, and put it on one side.","ona li supa pona e len ni kepeken ilo seli, li pana e ni lon poka.~~~~jan Ke Tami","ona li supa pona e len ni kepeken ilo seli, li pana e ni lon poka."
,"THEN she took something else off a clothes-horse—""That isn't my pinny!"" said Lucie.","ante la, ona li kama e len ante tan palisa—jan Lusi li toki: ""ni kin li len mi ala!""~~~~jan Ke Tami","ante la, ona li kama e len ante tan palisa—jan Lusi li toki: ""ni kin li len mi ala!"""
,"Oh no, if you please'm; that's a damask table-cloth belonging to Jenny Wren; look how it's stained with currant wine! It's very bad to wash! said Mrs. Tiggy-winkle.","meli Kikijete li toki: ""a, ala. a, pona sina la, ni li len pi supa moku tan waso Suwili. o lukin e jaki loje tan telo kili loje! mi wile weka e jaki ni la ken ni li pona ala!""~~~~jan Ke Tami","meli Kikijete li toki: ""a, ala. a, pona sina la, ni li len pi supa moku tan waso Suwili. o lukin e jaki loje tan telo kili loje! mi wile weka e jaki ni la ken ni li pona ala!"""
,"MRS. TIGGY-WINKLE'S nose went sniffle sniffle snuffle, and her eyes went twinkle twinkle; and she fetched another hot iron from the fire.","nena pimeja ona li pilin e kon, li pilin, li pilin. lukin ona li suno suwi sama mun lili. ona li kama e ilo seli len ante tan seli suno.~~~~jan Ke Tami","nena pimeja ona li pilin e kon, li pilin, li pilin. lukin ona li suno suwi sama mun lili. ona li kama e ilo seli len ante tan seli suno."
,"THERE'S one of my pocket-handkins! cried Lucie—""and there's my pinny!""","jan Lusi li kalama: ""a! ni a li len wan mi!""~~~~jan Ke Tami","jan Lusi li kalama: ""a! ni a li len wan mi!"""
,"Mrs. Tiggy-winkle ironed it, and goffered it, and shook out the frills.","meli Kikijete li supa e len kepeken ilo seli, li pona e selo len, li kon pona tawa e namako len.~~~~jan Ke Tami","meli Kikijete li supa e len kepeken ilo seli, li pona e selo len, li kon pona tawa e namako len."
,"Oh that is lovely! said Lucie.","jan Lusi li toki: ""aa ni li pona suwi!~~~~jan Ke Tami","jan Lusi li toki: ""aa ni li pona suwi!"
,"AND what are those long yellow things with fingers like gloves?","ijo jelo suli ni li seme? pini ona li sama len luka.""~~~~jan Ke Tami","ijo jelo suli ni li seme? pini ona li sama len luka."""
,"Oh that's a pair of stockings belonging to Sally Henny-penny—look how she's worn the heels out with scratching in the yard! She'll very soon go barefoot! said Mrs. Tiggy-winkle.","meli Kikijete li toki: ""a, ni li len noka suwi tan waso Meliweli—o lukin e ni: ona li noka mute e ma la, lupa li kama lon len. ni li awen la, noka ona li kama lon ma kepeken len ala a!""~~~~jan Ke Tami","meli Kikijete li toki: ""a, ni li len noka suwi tan waso Meliweli—o lukin e ni: ona li noka mute e ma la, lupa li kama lon len. ni li awen la, noka ona li kama lon ma kepeken len ala a!"""
,"WHY, there's another hankersniff—but it isn't mine; it's red?","a, ni li len sama len mi—taso ona li len mi ala; ona li loje?~~~~jan Ke Tami","a, ni li len sama len mi—taso ona li len mi ala; ona li loje?"
,"Oh no, if you please'm; that one belongs to old Mrs. Rabbit; and it did so smell of onions! I've had to wash it separately, I can't get out the smell.","a, len sina ala. a, pona sina la, ni li len tan soweli mama pi kute suli. pilin nena la, kon kili li awen lon ona! mi telo e ona lon ala poka pi len ante, taso kon li awen~~~~jan Ke Tami","a, len sina ala. a, pona sina la, ni li len tan soweli mama pi kute suli. pilin nena la, kon kili li awen lon ona! mi telo e ona lon ala poka pi len ante, taso kon li awen"
,"There's another one of mine, said Lucie.","jan Lusi li toki: ""a, mi kama lukin sin e len ante mi.~~~~jan Ke Tami","jan Lusi li toki: ""a, mi kama lukin sin e len ante mi."
,"WHAT are those funny little white things?","ijo walo musi ni li seme?""~~~~jan Ke Tami","ijo walo musi ni li seme?"""
,"That's a pair of mittens belonging to Tabby Kitten; I only have to iron them; she washes them herself.","len luka ni li tan soweli Lenlinja; mi supa seli taso e len ni; soweli a li telo e len ona.~~~~jan Ke Tami","len luka ni li tan soweli Lenlinja; mi supa seli taso e len ni; soweli a li telo e len ona."
,"There's my last pocket-handkin! said Lucie.","jan Lusi li toki: ""ni li len pini mi!""~~~~jan Ke Tami","jan Lusi li toki: ""ni li len pini mi!"""
,"AND what are you dipping into the basin of starch?","a, sina pana e seme lon poki lon telo pi weka jaki?~~~~jan Ke Tami","a, sina pana e seme lon poki lon telo pi weka jaki?"
,"They're little dicky shirt-fronts belonging to Tom Titmouse—most terrible particular! said Mrs. Tiggy-winkle. ""Now I've finished my ironing; I'm going to air some clothes.""","meli Kikijete li toki: ""ni li len suwi pi sijelo sinpin tan waso Sowelili—jaki mute li lon a."" ona li awen toki: ""mi pini e pali supa lon len ale. ni la, mi kama kon pona e len.""~~~~jan Ke Tami","meli Kikijete li toki: ""ni li len suwi pi sijelo sinpin tan waso Sowelili—jaki mute li lon a."" ona li awen toki: ""mi pini e pali supa lon len ale. ni la, mi kama kon pona e len."""
,"WHAT are these dear soft fluffy things? said Lucie.","jan Lusi li toki: ""ijo ko pona ni li seme""~~~~jan Ke Tami","jan Lusi li toki: ""ijo ko pona ni li seme"""
,"Oh those are woolly coats belonging to the little lambs at Skelghyl.","a, ni li len suli tan soweli len lili lon ma Nenakiwen.~~~~jan Ke Tami","a, ni li len suli tan soweli len lili lon ma Nenakiwen."
,"Will their jackets take off? asked Lucie.","jan Lusi li wile sona: ""a, len ona li ken ala ken kama weka tan ona?""~~~~jan Ke Tami","jan Lusi li wile sona: ""a, len ona li ken ala ken kama weka tan ona?"""
,"Oh yes, if you please'm; look at the sheep-mark on the shoulder. And here's one marked for Gatesgarth, and three that come from Little-town. They're always marked at washing! said Mrs. Tiggy-winkle.","meli Kikijete li toki: ""a, ken! a, pona sina la, o lukin e sitelen soweli lon sewi len. sitelen ni la, soweli wan li kama tan ma Lupama. sitelen ni la, soweli tu wan li kama tan tomo Lilima. mi telo e len la, sitelen li lon len ale ni.""~~~~jan Ke Tami","meli Kikijete li toki: ""a, ken! a, pona sina la, o lukin e sitelen soweli lon sewi len. sitelen ni la, soweli wan li kama tan ma Lupama. sitelen ni la, soweli tu wan li kama tan tomo Lilima. mi telo e len la, sitelen li lon len ale ni."""
,"AND she hung up all sorts and sizes of clothes—small brown coats of mice; and one velvety black moleskin waist-coat; and a red tail-coat with no tail belonging to Squirrel Nutkin; and a very much shrunk blue jacket belonging to Peter Rabbit; and a petticoat, not marked, that had gone lost in the washing—and at last the basket was empty!","ona li pana e len suli e len lili e len pi ante mute tawa linja—len wan li len pi kule ma tan soweli pi lili mute;len wan li len pimeja tan soweli pi anpa ma; len wan li len loje pi palisa linja monsi tan soweli Kilikin; len wan li laso li kama lili a li tan soweli Pita; len pini wan li len kule pona pi nimi ala. len ale ni li awen lon linja la, poki len li jo ala e len.~~~~jan Ke Tami","ona li pana e len suli e len lili e len pi ante mute tawa linja—len wan li len pi kule ma tan soweli pi lili mute;len wan li len pimeja tan soweli pi anpa ma; len wan li len loje pi palisa linja monsi tan soweli Kilikin; len wan li laso li kama lili a li tan soweli Pita; len pini wan li len kule pona pi nimi ala. len ale ni li awen lon linja la, poki len li jo ala e len."
,"THEN Mrs. Tiggy-winkle made tea—a cup for herself and a cup for Lucie. They sat before the fire on a bench and looked sideways at one another. Mrs. Tiggy-winkle's hand, holding the tea-cup, was very very brown, and very very wrinkly with the soap-suds; and all through her gown and her cap there were hair-pins sticking wrong end out; so that Lucie didn't like to sit too near her.","meli Kikijete li pali e telo seli pona—li pana e telo lon poki wan tawa ona, li pana e telo lon poki wan tawa jan Lusi. ona tu li kama anpa pona lon supa monsi palisa lon poka seli, li lukin e ona tu. luka pi meli Kikijete li jo awen e poki, li kule ma, li kule ma a. walo ko lili li awen lon luka tan telo pi weka jaki. selo luka li nasa mute. len sijelo pi meli Kikijete en len lawa ona kin la, palisa lili mute li kama, li utala tawa lukin. palisa ni la, jan Lusi li wile ala lon poka mute ona.~~~~jan Ke Tami","meli Kikijete li pali e telo seli pona—li pana e telo lon poki wan tawa ona, li pana e telo lon poki wan tawa jan Lusi. ona tu li kama anpa pona lon supa monsi palisa lon poka seli, li lukin e ona tu. luka pi meli Kikijete li jo awen e poki, li kule ma, li kule ma a. walo ko lili li awen lon luka tan telo pi weka jaki. selo luka li nasa mute. len sijelo pi meli Kikijete en len lawa ona kin la, palisa lili mute li kama, li utala tawa lukin. palisa ni la, jan Lusi li wile ala lon poka mute ona."
,"WHEN they had finished tea, they tied up the clothes in bundles; and Lucie's pocket-handkerchiefs were folded up inside her clean pinny, and fastened with a silver safety-pin.","ona tu li pini e moku la, ona li wan pona e len; len pona pi jan Lusi li kama wan pona kin, li awen wan tan ilo lili awen pona.~~~~jan Ke Tami","ona tu li pini e moku la, ona li wan pona e len; len pona pi jan Lusi li kama wan pona kin, li awen wan tan ilo lili awen pona."
,"And then they made up the fire with turf, and came out and locked the door, and hid the key under the door-sill.","ona tu li pini e seli kepeken ma, li tawa weka tan tomo, li pini awen e lupa kepeken ilo pini, li len e ilo lon anpa pi len lupa.~~~~jan Ke Tami","ona tu li pini e seli kepeken ma, li tawa weka tan tomo, li pini awen e lupa kepeken ilo pini, li len e ilo lon anpa pi len lupa."
,"THEN away down the hill trotted Lucie and Mrs. Tiggy-winkle with the bundles of clothes!","jan Lusi en meli Kikijete li tawa anpa nena, li awen jo e wan len ale!~~~~jan Ke Tami","jan Lusi en meli Kikijete li tawa anpa nena, li awen jo e wan len ale!"
,"All the way down the path little animals came out of the fern to meet them; the very first that they met were Peter Rabbit and Benjamin Bunny!","nasin ona ale la, soweli pona li kama, li kama lon poka ona; open la, soweli Pita en soweli Penjamin li kama!~~~~jan Ke Tami","nasin ona ale la, soweli pona li kama, li kama lon poka ona; open la, soweli Pita en soweli Penjamin li kama!"
,"AND she gave them their nice clean clothes; and all the little animals and birds were so very much obliged to dear Mrs. Tiggy-winkle.","meli Kikijete li pana e len ona pi jaki weka; soweli lili ale en waso ale li pilin pona mute tan pali pi meli Kikijete.~~~~jan Ke Tami","meli Kikijete li pana e len ona pi jaki weka; soweli lili ale en waso ale li pilin pona mute tan pali pi meli Kikijete."
,"SO that at the bottom of the hill when they came to the stile, there was nothing left to carry except Lucie's one little bundle.","anpa nena la, ona li kama lon palisa sinpin. len pi jan Lusi taso li lon tenpo ni.~~~~jan Ke Tami","anpa nena la, ona li kama lon palisa sinpin. len pi jan Lusi taso li lon tenpo ni."
,"LUCIE scrambled up the stile with the bundle in her hand; and then she turned to say ""Good-night,"" and to thank the washer-woman.—But what a very odd thing! Mrs. Tiggy-winkle had not waited either for thanks or for the washing bill!","jan Lusi li tawa lon palisa, li awen jo e len pona ona lon luka. ona li wile toki e pona tawa meli, li lukin tawa monsi—taso nasa wawa li lon! meli li awen ala tan man, li awen ala tan toki pona!~~~~jan Ke Tami","jan Lusi li tawa lon palisa, li awen jo e len pona ona lon luka. ona li wile toki e pona tawa meli, li lukin tawa monsi—taso nasa wawa li lon! meli li awen ala tan man, li awen ala tan toki pona!"
,"She was running, running, running up the hill—and where was her white frilled cap? and her shawl? and her gown—and her petticoat?","meli li tawa, li tawa, li tawa wawa, li tawa sewi nena—a, len lawa ona li lon seme? len pali ona li lon seme? len kule pona ona li lon seme a?~~~~jan Ke Tami","meli li tawa, li tawa, li tawa wawa, li tawa sewi nena—a, len lawa ona li lon seme? len pali ona li lon seme? len kule pona ona li lon seme a?"
,"AND how small she had grown—and how brown—and covered with prickles!","a, ona li lili tawa lukin—a kule ona li sama ma—a, sijelo ale ona la, palisa lili mute li lon!~~~~jan Ke Tami","a, ona li lili tawa lukin—a kule ona li sama ma—a, sijelo ale ona la, palisa lili mute li lon!"
,"Why! Mrs. Tiggy-winkle was nothing but a Hedgehog!","a! meli Kikijete li soweli kin pi palisa lili mute!~~~~jan Ke Tami","a! meli Kikijete li soweli kin pi palisa lili mute!"
,"*⁠*⁠*⁠*⁠*⁠* (Now some people say that little Lucie had been asleep upon the stile—but then how could she have found three clean pocket-handkins and a pinny, pinned with a silver safety-pin?","*⁠*⁠*⁠*⁠*⁠* (a, toki la, jan li kama toki e ni: jan Lusi li kama lape lon palisa, li lukin ala e kama ale pi toki ni—taso ni li lon la, ona li kama jo e len tu wan pi jaki weka, e ilo awen lili pona tan seme?~~~~jan Ke Tami","*⁠*⁠*⁠*⁠*⁠* (a, toki la, jan li kama toki e ni: jan Lusi li kama lape lon palisa, li lukin ala e kama ale pi toki ni—taso ni li lon la, ona li kama jo e len tu wan pi jaki weka, e ilo awen lili pona tan seme?"
,"And besides—I have seen that door into the back of the hill called Cat Bells—and besides I am very well acquainted with dear Mrs. Tiggy-winkle!)","kin la, mi kin li kama lon nena ni pi nimi Pokimu, li kama lukin e lupa pi toki ni—kin la, mi sona pona e meli Kikijete, li lon poka ona lon tenpo mute!)~~~~jan Ke Tami","kin la, mi kin li kama lon nena ni pi nimi Pokimu, li kama lukin e lupa pi toki ni—kin la, mi sona pona e meli Kikijete, li lon poka ona lon tenpo mute!)"
,"THE END ","PINI~~~~jan Ke Tami",PINI
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
