﻿﻿Translation,original,final,"jan Ke Tami"
,"At this point, old Mrs. Rabbit's voice was heard inside the rabbit hole, calling–""Cotton-tail! Cotton-tail! fetch some more camomile!""","tenpo ni la, soweli mama li kalama lon insa pi lupa tomo: ""soweli Monsiko o! soweli Monsiko o kama sin e kasi namako pona""~~~~jan Ke Tami","tenpo ni la, soweli mama li kalama lon insa pi lupa tomo: ""soweli Monsiko o! soweli Monsiko o kama sin e kasi namako pona"""
,"Peter said he thought he might feel better if he went for a walk.","soweli Pita li toki: ""ken la, mi kama pilin pona sin tan tawa.""~~~~jan Ke Tami","soweli Pita li toki: ""ken la, mi kama pilin pona sin tan tawa."""
,"THEY went away hand in hand, and got upon the flat top of the wall at the bottom of the wood. From here they looked down into Mr. McGregor's garden. Peter's coat and shoes were plainly to be seen upon the scarecrow, topped with an old tam-o-shanter of Mr. McGregor's.","ona tu li luka e luka, li tawa, li kama lon supa sinpin lon ma pi kasi moku. ona li lukin e ma jan. len laso pi soweli Pita en len noka ona kin li lon ilo pi sama jan. ilo la, len lawa pi jan Mekeke li lon sewi.~~~~jan Ke Tami","ona tu li luka e luka, li tawa, li kama lon supa sinpin lon ma pi kasi moku. ona li lukin e ma jan. len laso pi soweli Pita en len noka ona kin li lon ilo pi sama jan. ilo la, len lawa pi jan Mekeke li lon sewi."
,"LITTLE Benjamin said, ""It spoils people's clothes to squeeze under a gate; the proper way to get in, is to climb down a pear tree.""","soweli lili Penjamin li toki: ""mi tawa lon anpa sinpin la, ni li ken jaki e len. nasin pona li ni: mi anpa pona e mi tan kasi suli la mi kama lon insa.""~~~~jan Ke Tami","soweli lili Penjamin li toki: ""mi tawa lon anpa sinpin la, ni li ken jaki e len. nasin pona li ni: mi anpa pona e mi tan kasi suli la mi kama lon insa."""
,"Peter fell down head first; but it was of no consequence, as the bed below was newly raked and quite soft.","soweli Pita li anpa la, lawa ona li open e anpa. taso ni li ike ala tan ko anpa ma pona.~~~~jan Ke Tami","soweli Pita li anpa la, lawa ona li open e anpa. taso ni li ike ala tan ko anpa ma pona."
,"IT had been sown with lettuces.","kili lipu laso li kama tan ma.~~~~jan Ke Tami","kili lipu laso li kama tan ma."
,"They left a great many odd little foot-marks all over the bed, especially little Benjamin, who was wearing clogs.",,
,"LITTLE Benjamin said that the first thing to be done was to get back Peter's clothes, in order that they might be able to use the pocket-handkerchief.",,
,"They took them off the scare-crow. There had been rain during the night; there was water in the shoes, and the coat was somewhat shrunk.",,
,"Benjamin tried on the tam-o-shanter, but it was too big for him.",,
,"THEN he suggested that they should fill the pocket-handkerchief with onions, as a little present for his Aunt.",,
,"Peter did not seem to be enjoying himself; he kept hearing noises.",,
,"BENJAMIN, on the contrary, was perfectly at home, and ate a lettuce leaf. He said that he was in the habit of coming to the garden with his father to get lettuces for their Sunday dinner.",,
,"(The name of little Benjamin's papa was old Mr. Benjamin Bunny.)",,
,"The lettuces certainly were very fine.",,
,"PETER did not eat anything; he said he should like to go home. Presently he dropped half the onions.",,
,"LITTLE Benjamin said that it was not possible to get back up the pear-tree, with a load of vegetables. He led the way boldly towards the other end of the garden. They went along a little walk on planks, under a sunny red-brick wall.",,
,"The mice sat on their door-steps cracking cherry-stones, they winked at Peter Rabbit and little Benjamin Bunny.",,
,"PRESENTLY Peter let the pocket-handkerchief go again.",,
,"THEY got amongst flower-pots, and frames and tubs; Peter heard noises worse than ever, his eyes were as big as lolly-pops!",,
,"He was a step or two in front of his cousin, when he suddenly stopped.",,
,"THIS is what those little rabbits saw round that corner!",,
,"Little Benjamin took one look, and then, in half a minute less than no time, he hid himself and Peter and the onions underneath a large basket. . . .",,
,"THE cat got up and stretched herself, and came and sniffed at the basket.",,
,"Perhaps she liked the smell of onions!",,
,"Anyway, she sat down upon the top of the basket.",,
,"SHE sat there for five hours. *⁠*⁠*⁠*⁠* I cannot draw you a picture of Peter and Benjamin underneath the basket, because it was quite dark, and because the smell of onions was fearful; it made Peter Rabbit and little Benjamin cry.",,
,"The sun got round behind the wood, and it was quite late in the afternoon; but still the cat sat upon the basket.",,
,"AT length there was a pitter-patter, pitter-patter, and some bits of mortar fell from the wall above.",,
,"The cat looked up and saw old Mr. Benjamin Bunny prancing along the top of the wall of the upper terrace.",,
,"He was smoking a pipe of rabbit-tobacco, and had a little switch in his hand.",,
,"He was looking for his son.",,
,"OLD Mr. Bunny had no opinion whatever of cats.",,
,"He took a tremendous jump off the top of the wall on to the top of the cat, and cuffed it off the basket, and kicked it into the green-house, scratching off a handful of fur.",,
,"The cat was too much surprised to scratch back.",,
,"WHEN old Mr. Bunny had driven the cat into the green-house, he locked the door.",,
,"Then he came back to the basket and took out his son Benjamin by the ears, and whipped him with the little switch.",,
,"Then he took out his nephew Peter.",,
,"THEN he took out the handkerchief of onions, and marched out of the garden.",,
,"WHEN Mr. McGregor returned about half an hour later, he observed several things which perplexed him.",,
,"It looked as though some person had been walking all over the garden in a pair of clogs–only the foot-marks were too ridiculously little!",,
,"Also he could not understand how the cat could have managed to shut herself up inside the green-house, locking the door upon the outside.",,
,"WHEN Peter got home, his mother forgave him, because she was so glad to see that he had found his shoes and coat. Cotton-tail and Peter folded up the pocket-handkerchief, and old Mrs. Rabbit strung up the onions and hung them from the kitchen ceiling, with the bunches of herbs and the rabbit-tobacco.",,
,"THE END","PINI~~~~jan Ke Tami",PINI
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
,," ~~~~jan Ke Tami"," "
